273,"The United States hasn’t had a Trade Surplus with China in 40 years. They must end unfair trade, take down barriers and charge only Reciprocal Tariffs. The U.S. is losing $500 Billion a year, and has been losing Billions of Dollars for decades. Cannot continue!"
274,Just spoke to @JustinTrudeau to pay my highest respect and condolences to the families of the terrible Humboldt Team tragedy. May God be with them all!
275,Congratulations to @bernieandsid on their new @77wabcradio morning radio show in New York City. It was an honor to join you two – good luck! https:// twitter.com/77wabcradio/st atus/982267454880559118 …
276,“BET founder: Trump's economy is bringing black workers back into the labor force” https://www. cnbc.com/2018/04/06/bet -founder-trump-economy-brings-black-workers-back-into-labor-force.html …
277,AMERICA IS OPEN FOR BUSINESS! pic.twitter.com/5jxdojPZmN
278,"Do you believe that the Fake News Media is pushing hard on a story that I am going to replace A.G. Jeff Sessions with EPA Chief Scott Pruitt, who is doing a great job but is TOTALLY under siege? Do people really believe this stuff? So much of the media is dishonest and corrupt!"
279,"China, which is a great economic power, is considered a Developing Nation within the World Trade Organization. They therefore get tremendous perks and advantages, especially over the U.S. Does anybody think this is fair. We were badly represented. The WTO is unfair to U.S."
280,"Despite the Aluminum Tariffs, Aluminum prices are DOWN 4%. People are surprised, I’m not! Lots of money coming into U.S. coffers and Jobs, Jobs, Jobs!"
281,Thank you @WVGovernor Jim Justice. It was my great honor to be with the amazing people of West Virginia today! #MAGA pic.twitter.com/IwPuQNadMM
282,"Thanks to our historic TAX CUTS, America is open for business, and millions of American workers are seeing more take-home pay through higher wages, salaries and bonuses! pic.twitter.com/0u3dpLJiV2"
283,"The Fake News Washington Post, Amazon’s “chief lobbyist,” has another (of many) phony headlines, “Trump Defiant As China Adds Trade Penalties.” WRONG! Should read, “Trump Defiant as U.S. Adds Trade Penalties, Will End Barriers And Massive I.P. Theft.” Typically bad reporting!"
284,"The Caravan is largely broken up thanks to the strong immigration laws of Mexico and their willingness to use them so as not to cause a giant scene at our Border. Because of the Trump Administrations actions, Border crossings are at a still UNACCEPTABLE 46 year low. Stop drugs!"
285,“Still Rising: Rasmussen Poll Shows Donald Trump Approval Ratings Now at 51 Percent” http://www. breitbart.com/big-government /2018/04/04/still-rising-rasmussen-poll-shows-donald-trump-approval-ratings-now-51-percent/ …
286,"Today we honor Dr. Martin Luther King, Jr. on the 50th anniversary of his assassination. Earlier this year I spoke about Dr. King’s legacy of justice and peace, and his impact on uniting Americans. #MLK50 Proclamation: http:// 45.wh.gov/DrKing50th pic.twitter.com/SH0esMSyMT"
287,"Our thoughts and prayers are with the four U.S. Marines from the 3rd Marine Aircraft Wing who lost their lives in yesterday’s Southern California helicopter crash. We pray for their families, and our great @USMC ."
288,"When you’re already $500 Billion DOWN, you can’t lose!"
289,"We are not in a trade war with China, that war was lost many years ago by the foolish, or incompetent, people who represented the U.S. Now we have a Trade Deficit of $500 Billion a year, with Intellectual Property Theft of another $300 Billion. We cannot let this continue!"
290,"Our Border Laws are very weak while those of Mexico & Canada are very strong. Congress must change these Obama era, and other, laws NOW! The Democrats stand in our way - they want people to pour into our country unchecked....CRIME! We will be taking strong action today."
291,"Was just briefed on the shooting at YouTube’s HQ in San Bruno, California. Our thoughts and prayers are with everybody involved. Thank you to our phenomenal Law Enforcement Officers and First Responders that are currently on the scene."
292,WE WILL PROTECT OUR SOUTHERN BORDER! pic.twitter.com/Z7fqQKcnez
293,"Today, it was my honor to welcome Estonia President @KerstiKaljulaid , Lithuania President @Grybauskaite_LT , and Latvia President @Vejonis to the @WhiteHouse . Congratulations on your 100th anniversaries of independence! #BalticSummit : http:// 45.wh.gov/RtVRmD pic.twitter.com/RRftyTGEvb"
294,I am right about Amazon costing the United States Post Office massive amounts of money for being their Delivery Boy. Amazon should pay these costs (plus) and not have them bourne by the American Taxpayer. Many billions of dollars. P.O. leaders don’t have a clue (or do they?)!
295,"Thank you to Rasmussen for the honest polling. Just hit 50%, which is higher than Cheatin’ Obama at the same time in his Administration."
296,"Check out the fact that you can’t get a job at ratings challenged @CNN unless you state that you are totally anti-Trump? Little Jeff Zuker, whose job is in jeopardy, is not having much fun lately. They should clean up and strengthen CNN and get back to honest reporting!"
297,"The big Caravan of People from Honduras, now coming across Mexico and heading to our “Weak Laws” Border, had better be stopped before it gets there. Cash cow NAFTA is in play, as is foreign aid to Honduras and the countries that allow this to happen. Congress MUST ACT NOW!"
298,"The Fake News Networks, those that knowingly have a sick and biased AGENDA, are worried about the competition and quality of Sinclair Broadcast. The “Fakers” at CNN, NBC, ABC & CBS have done so much dishonest reporting that they should only be allowed to get awards for fiction!"
299,#AutismAwarenessDay #LightItUpBlue pic.twitter.com/JAzSE6yEes
300,"“President Trump's approval rate among likely U.S. voters hit 50 percent on Monday, which puts him higher than former President Barack Obama's score at the same point into his first term, according to a new poll.” Via: @Anna_Giaritelli @DCExaminer pic.twitter.com/ZzycNoDCQJ"
301,"39% of my nominations, including Diplomats to foreign lands, have not been confirmed due to Democrat obstruction and delay. At this rate, it would take more than 7 years before I am allowed to have these great people start working. Never happened before. Disgraceful!"
302,"Honduras, Mexico and many other countries that the U.S. is very generous to, sends many of their people to our country through our WEAK IMMIGRATION POLICIES. Caravans are heading here. Must pass tough laws and build the WALL. Democrats allow open borders, drugs and crime!"
303,"As ridiculous as it sounds, the laws of our country do not easily allow us to send those crossing our Southern Border back where they came from. A whole big wasted procedure must take place. Mexico & Canada have tough immigration laws, whereas ours are an Obama joke. ACT CONGRESS"
304,"“President Donald J. Trump Proclaims April 2, 2018, World Autism Awareness Day” https://www. whitehouse.gov/presidential-a ctions/president-donald-j-trump-proclaims-april-2-2018-world-autism-awareness-day/ …"
305,An honor to host the Annual @WhiteHouse Easter Egg Roll! pic.twitter.com/bOMJRK8FyK
306,"So sad that the Department of “Justice” and the FBI are slow walking, or even not giving, the unredacted documents requested by Congress. An embarrassment to our country!"
307,"Only fools, or worse, are saying that our money losing Post Office makes money with Amazon. THEY LOSE A FORTUNE, and this will be changed. Also, our fully tax paying retailers are closing stores all over the country...not a level playing field!"
308,"So funny to watch Fake News Networks, among the most dishonest groups of people I have ever dealt with, criticize Sinclair Broadcasting for being biased. Sinclair is far superior to CNN and even more Fake NBC, which is a total joke."
309,"Mexico is making a fortune on NAFTA...They have very strong border laws - ours are pathetic. With all of the money they make from the U.S., hopefully they will stop people from coming through their country and into ours, at least until Congress changes our immigration laws!"
310,"DACA is dead because the Democrats didn’t care or act, and now everyone wants to get onto the DACA bandwagon... No longer works. Must build Wall and secure our borders with proper Border legislation. Democrats want No Borders, hence drugs and crime!"
311,"...Congress must immediately pass Border Legislation, use Nuclear Option if necessary, to stop the massive inflow of Drugs and People. Border Patrol Agents (and ICE) are GREAT, but the weak Dem laws don’t allow them to do their job. Act now Congress, our country is being stolen!"
312,"Mexico has the absolute power not to let these large “Caravans” of people enter their country. They must stop them at their Northern Border, which they can do because their border laws work, not allow them to pass through into our country, which has no effective border laws....."
313,These big flows of people are all trying to take advantage of DACA. They want in on the act!
314,"Mexico is doing very little, if not NOTHING, at stopping people from flowing into Mexico through their Southern Border, and then into the U.S. They laugh at our dumb immigration laws. They must stop the big drug and people flows, or I will stop their cash cow, NAFTA. NEED WALL!"
315,Border Patrol Agents are not allowed to properly do their job at the Border because of ridiculous liberal (Democrat) laws like Catch & Release. Getting more dangerous. “Caravans” coming. Republicans must go to Nuclear Option to pass tough laws NOW. NO MORE DACA DEAL!
316,HAPPY EASTER!
317,Governor Jerry “Moonbeam” Brown pardoned 5 criminal illegal aliens whose crimes include (1) Kidnapping and Robbery (2) Badly beating wife and threatening a crime with intent to terrorize (3) Dealing drugs. Is this really what the great people of California want? @FoxNews
318,"...does not include the Fake Washington Post, which is used as a “lobbyist” and should so REGISTER. If the P.O. “increased its parcel rates, Amazon’s shipping costs would rise by $2.6 Billion.” This Post Office scam must stop. Amazon must pay real costs (and taxes) now!"
319,"While we are on the subject, it is reported that the U.S. Post Office will lose $1.50 on average for each package it delivers for Amazon. That amounts to Billions of Dollars. The Failing N.Y. Times reports that “the size of the company’s lobbying staff has ballooned,” and that..."
320,pic.twitter.com/UM3YJ6lUiD
321,"Washington spent trillions building up foreign countries while allowing OUR OWN infrastructure to fall into a state of total disrepair. No more! It's time to REBUILD, and we will do it with American WORKERS, American GRIT, and American PRIDE! pic.twitter.com/Q9rPZi2D2s"
322,"JOBS, JOBS, JOBS! Unemployment claims have fallen to a 45-year low. Together, we are making the economy great again! https://www. bloomberg.com/news/articles/ 2018-03-29/u-s-jobless-claims-decline-to-lowest-level-since-january-1973 …"
323,"We are going to REBUILD our crumbling infrastructure, and there is no better place to begin this campaign than in the Great State of Ohio. A tremendous honor to be here today at a state-of-the-art training site, where the skills of the American Worker are forged and refined! pic.twitter.com/bU3KS62c0x"
324,"I have stated my concerns with Amazon long before the Election. Unlike others, they pay little or no taxes to state & local governments, use our Postal System as their Delivery Boy (causing tremendous loss to the U.S.), and are putting many thousands of retailers out of business!"
325,"....In the interim, Hon. Robert Wilkie of DOD will serve as Acting Secretary. I am thankful for Dr. David Shulkin’s service to our country and to our GREAT VETERANS!"
326,"I am pleased to announce that I intend to nominate highly respected Admiral Ronny L. Jackson, MD, as the new Secretary of Veterans Affairs...."
327,Great briefing this afternoon on the start of our Southern Border WALL! pic.twitter.com/pmCNoxxlkH
328,....release known dangerous criminals into communities across the State. All citizens have the right to be protected by Federal law and strong borders.
329,My Administration stands in solidarity with the brave citizens in Orange County defending their rights against California's illegal and unconstitutional Sanctuary policies. California's Sanctuary laws....
330,. @USTradeRep just announced an agreement in principle with South Korea on KORUS! A great deal for American and Korean workers. Let’s now focus on our important security relationship.
331,"Received message last night from XI JINPING of China that his meeting with KIM JONG UN went very well and that KIM looks forward to his meeting with me. In the meantime, and unfortunately, maximum sanctions and pressure must be maintained at all cost!"
332,"For years and through many administrations, everyone said that peace and the denuclearization of the Korean Peninsula was not even a small possibility. Now there is a good chance that Kim Jong Un will do what is right for his people and for humanity. Look forward to our meeting!"
333,"THE SECOND AMENDMENT WILL NEVER BE REPEALED! As much as Democrats would like to see this happen, and despite the words yesterday of former Supreme Court Justice Stevens, NO WAY. We need more Republicans in 2018 and must ALWAYS hold the Supreme Court!"
334,I am very pleased to welcome the opioid memorial to the President's Park in April. I encourage all to visit and remember those who we have lost to this deadly epidemic. We will keep fighting until we defeat the opioid crisis! https:// twitter.com/whitehouse/sta tus/978660679447130118 …
335,"Trade talks going on with numerous countries that, for many years, have not treated the United States fairly. In the end, all will be happy!"
336,Great news! #MAGA https:// twitter.com/cnbcnow/status /978361225359822851 …
337,"So much Fake News. Never been more voluminous or more inaccurate. But through it all, our country is doing great!"
338,The economy is looking really good. It has been many years that we have seen these kind of numbers. The underlying strength of companies has perhaps never been better.
339,". @HowieCarrShow just wrote a book which everyone is talking about. He was a great help. He is a veteran journalist who had a great influence in NH and beyond. He calls it the most amazing political campaign of modern times. The book is called, “What Really Happened.” Enjoy! #MAGA pic.twitter.com/jYhjpoJKHe"
340,"“President Donald J. Trump Proclaims March 25, 2018, as Greek Independence Day: A National Day of Celebration of Greek and American Democracy” https://www. whitehouse.gov/presidential-a ctions/president-donald-j-trump-proclaims-march-25-2018-greek-independence-day-national-day-celebration-greek-american-democracy/ … pic.twitter.com/GltMwxINA2"
341,Happy National #MedalOfHonorDay to our HEROES. We love you! pic.twitter.com/6euI31R4Gz
342,"....lawyer or law firm will take months to get up to speed (if for no other reason than they can bill more), which is unfair to our great country - and I am very happy with my existing team. Besides, there was NO COLLUSION with Russia, except by Crooked Hillary and the Dems!"
343,"Many lawyers and top law firms want to represent me in the Russia case...don’t believe the Fake News narrative that it is hard to find a lawyer who wants to take this on. Fame & fortune will NEVER be turned down by a lawyer, though some are conflicted. Problem is that a new......"
344,"Much can be done with the $1.6 Billion given to building and fixing the border wall. It is just a down payment. Work will start immediately. The rest of the money will come - and remember DACA, the Democrats abandoned you (but we will not)!"
345,"Because of the $700 & $716 Billion Dollars gotten to rebuild our Military, many jobs are created and our Military is again rich. Building a great Border Wall, with drugs (poison) and enemy combatants pouring into our Country, is all about National Defense. Build WALL through M!"
346,"France honors a great hero. Officer died after bravely swapping places with hostage in ISIS related terror attack. So much bravery around the world constantly fighting radical Islamic terrorism. Even stronger measures needed, especially at borders!"
347,"Our thoughts and prayers are with the victims of the horrible attack in France yesterday, and we grieve the nation’s loss. We also condemn the violent actions of the attacker and anyone who would provide him support. We are with you @EmmanuelMacron !"
348,"As a matter of National Security I've signed the Omnibus Spending Bill. I say to Congress: I will NEVER sign another bill like this again. To prevent this omnibus situation from ever happening again, I'm calling on Congress to give me a line-item veto for all govt spending bills! https:// twitter.com/foxnews/status /977235839326609409 …"
349,"Obama Administration legalized bump stocks. BAD IDEA. As I promised, today the Department of Justice will issue the rule banning BUMP STOCKS with a mandated comment period. We will BAN all devices that turn legal weapons into illegal machine guns."
350,News conference at the White House concerning the Omnibus Spending Bill. 1:00 P.M.
351,"I am considering a VETO of the Omnibus Spending Bill based on the fact that the 800,000 plus DACA recipients have been totally abandoned by the Democrats (not even mentioned in Bill) and the BORDER WALL, which is desperately needed for our National Defense, is not fully funded."
352,DACA was abandoned by the Democrats. Very unfair to them! Would have been tied to desperately needed Wall.
353,House Intelligence Committee votes to release final report. FINDINGS: (1) No evidence provided of Collusion between Trump Campaign & Russia. (2) The Obama Administrations Post election response was insufficient. (3) Clapper provided inconsistent testimony on media contacts.
354,"I am pleased to announce that, effective 4/9/18, @AmbJohnBolton will be my new National Security Advisor. I am very thankful for the service of General H.R. McMaster who has done an outstanding job & will always remain my friend. There will be an official contact handover on 4/9."
355,My honor Charlie - thank you! #MAGA https:// twitter.com/charliekirk11/ status/976902264769179648 …
356,"As a candidate, I pledged that if elected I would use every lawful tool to combat unfair trade, protect American workers, and defend our national security. Today, we took another critical step to fulfill that commitment. http:// 45.wh.gov/Section301 pic.twitter.com/nmzqos3BUA"
357,"Remember when they were saying, during the campaign, that Donald Trump is giving great speeches and drawing big crowds, but he is spending much less money and not using social media as well as Crooked Hillary’s large and highly sophisticated staff. Well, not saying that anymore!"
358,"Crazy Joe Biden is trying to act like a tough guy. Actually, he is weak, both mentally and physically, and yet he threatens me, for the second time, with physical assault. He doesn’t know me, but he would go down fast and hard, crying all the way. Don’t threaten people Joe!"
359,"Democrats refused to take care of DACA. Would have been so easy, but they just didn’t care. I had to fight for Military and start of Wall."
360,"Got $1.6 Billion to start Wall on Southern Border, rest will be forthcoming. Most importantly, got $700 Billion to rebuild our Military, $716 Billion next year...most ever. Had to waste money on Dem giveaways in order to take care of military pay increase and new equipment."
361,".....They can help solve problems with North Korea, Syria, Ukraine, ISIS, Iran and even the coming Arms Race. Bush tried to get along, but didn’t have the “smarts.” Obama and Clinton tried, but didn’t have the energy or chemistry (remember RESET). PEACE THROUGH STRENGTH!"
362,"I called President Putin of Russia to congratulate him on his election victory (in past, Obama called him also). The Fake News Media is crazed because they wanted me to excoriate him. They are wrong! Getting along with Russia (and others) is a good thing, not a bad thing......."
363,"“Special Council is told to find crimes, whether a crime exists or not. I was opposed to the selection of Mueller to be Special Council. I am still opposed to it. I think President Trump was right when he said there never should have been a Special Council appointed because....."
364,"...there was no probable cause for believing that there was any crime, collusion or otherwise, or obstruction of justice!” So stated by Harvard Law Professor Alan Dershowitz."
365,Department of Justice should have urged the Supreme Court to at least hear the Drivers License case on illegal immigrants in Arizona. I agree with @LouDobbs . Should have sought review.
366,AUSTIN BOMBING SUSPECT IS DEAD. Great job by law enforcement and all concerned!
367,"Our Nation was founded by farmers. Our independence was won by farmers. And our continent was tamed by farmers. Our farmers always lead the way -- we are PROUD of them, and we are DELIVERING for them! #NationalAgricultureDay"
368,The Democrats do not want to help DACA. Would be so easy to make a deal!
369,A total WITCH HUNT with massive conflicts of interest!
370,. @seanhannity on @foxandfriends now! Great! 8:18 A.M.
371,"Why does the Mueller team have 13 hardened Democrats, some big Crooked Hillary supporters, and Zero Republicans? Another Dem recently added...does anyone think this is fair? And yet, there is NO COLLUSION!"
372,"Spent very little time with Andrew McCabe, but he never took notes when he was with me. I don’t believe he made memos except to help his own agenda, probably at a later date. Same with lying James Comey. Can we call them Fake Memos?"
373,"Wow, watch Comey lie under oath to Senator G when asked “have you ever been an anonymous source...or known someone else to be an anonymous source...?” He said strongly “never, no.” He lied as shown clearly on @foxandfriends ."
374,"The Mueller probe should never have been started in that there was no collusion and there was no crime. It was based on fraudulent activities and a Fake Dossier paid for by Crooked Hillary and the DNC, and improperly used in FISA COURT for surveillance of my campaign. WITCH HUNT!"
375,"The Fake News is beside themselves that McCabe was caught, called out and fired. How many hundreds of thousands of dollars was given to wife’s campaign by Crooked H friend, Terry M, who was also under investigation? How many lies? How many leaks? Comey knew it all, and much more!"
376,"As the House Intelligence Committee has concluded, there was no collusion between Russia and the Trump Campaign. As many are now finding out, however, there was tremendous leaking, lying and corruption at the highest levels of the FBI, Justice & State. #DrainTheSwamp"
377,Happy #StPatricksDay pic.twitter.com/4vVsW2smhB
378,"Andrew McCabe FIRED, a great day for the hard working men and women of the FBI - A great day for Democracy. Sanctimonious James Comey was his boss and made McCabe look like a choirboy. He knew all about the lies and corruption going on at the highest levels of the FBI!"
379,“U.S. Consumer Confidence Hits 14-Year High” https://www. wsj.com/articles/u-s-c onsumer-confidence-hits-fresh-14-year-high-1521209584 …
380,"It would be great for the Republican Party of Nevada, and it’s unity if good guy Danny Tarkanian would run for Congress and Dean Heller, who is doing a really good job, could run for Senate unopposed!"
381,Our thoughts and prayers go out to the families and loved ones of the brave troops lost in the helicopter crash on the Iraq-Syria border yesterday. Their sacrifice in service to our country will never be forgotten.
382,“President Donald J. Trump Delivers Remarks at the Shamrock Bowl Presentation by Prime Minister Varadkar in the East Room of the White House” pic.twitter.com/ZbogpAE09g
383,Continuing to monitor the heartbreaking bridge collapse at FIU - so tragic. Many brave First Responders rushed in to save lives. Thank you for your courage. Praying this evening for all who are affected.
384,It was my honor to welcome Prime Minister Leo Varadkar of Ireland to the @WhiteHouse ! pic.twitter.com/ZT3WnIZR2L
385,"We do have a Trade Deficit with Canada, as we do with almost all countries (some of them massive). P.M. Justin Trudeau of Canada, a very good guy, doesn’t like saying that Canada has a Surplus vs. the U.S.(negotiating), but they do...they almost all do...and that’s how I know!"
386,"Larry Kudlow will be my Chief Economic Advisor as Director of the National Economic Council. Our Country will have many years of Great Economic & Financial Success, with low taxes, unparalleled innovation, fair trade and an ever expanding labor force leading the way! #MAGA"
387,"Please join me with your thoughts and prayers for both aviators, their families and our incredible @USNavy . https:// twitter.com/flynavy/status /974104389135745024 …"
388,It was wonderful to be back in Missouri where our push for historic TAX CUTS all began. Six months ago I promised that we would cut taxes to bring Main Street roaring back - and that is exactly what is happening! pic.twitter.com/4kPofEii3i
389,"Together, we are MAKING AMERICA GREAT AGAIN! pic.twitter.com/CUutL5SZxQ"
390,Today the House took major steps toward securing our schools by passing the STOP School Violence Act. We must put the safety of America's children FIRST by improving training and by giving schools and law enforcement better tools. A tragedy like Parkland can't happen ever again!
391,Thank you for hosting! #MAGA https:// twitter.com/foxnews/status /974016068787363840 …
392,We cannot keep a blind eye to the rampant unfair trade practices against our Country!
393,Five of our incredible @Cabinet Secretaries are testifying on the Hill this morning on the need to rebuild our Nation’s crumbling infrastructure. We need to build FAST & we need to build for our FUTURE. Thank you @SenateCommerce for hosting this hearing! #InfrastructureInAmerica
394,Perhaps at no time in history have the business fundamentals of U.S. companies been better than they are today!
395,"Hundreds of good people, including very important Ambassadors and Judges, are being blocked and/or slow walked by the Democrats in the Senate. Many important positions in Government are unfilled because of this obstruction. Worst in U.S. history!"
396,"All across this nation, we pray for our country and we THANK GOD for our United States Marines! Thank you. God Bless You. And God Bless America! pic.twitter.com/vKXBd0CGH1"
397,"It was my great honor to deliver a message at the Marine Corps Air Station Miramar to our GREAT U.S. Military, straight from the heart of the American People: We support you, we thank you, we love you - and we will always have your back! pic.twitter.com/oCt1nH3DON"
398,"If we don’t have a wall system, we’re not going to have a country. Congress must fund the BORDER WALL & prohibit grants to sanctuary jurisdictions that threaten the security of our country & the people of our country. We must enforce our laws & protect our people! #BuildTheWall pic.twitter.com/NGqNueukvj"
399,"California’s sanctuary policies are illegal and unconstitutional and put the safety and security of our entire nation at risk. Thousands of dangerous & violent criminal aliens are released as a result of sanctuary policies, set free to prey on innocent Americans. THIS MUST STOP!"
400,"“According to the Center for Immigration Studies, the $18 billion wall will pay for itself by curbing the importation of crime, drugs and illegal immigrants who tend to go on the federal dole...” https:// twitter.com/foxnews/status /973183304517251079 …"
401,Heading to see the BORDER WALL prototypes in California! pic.twitter.com/fU6Ukc271l
402,"Mike Pompeo, Director of the CIA, will become our new Secretary of State. He will do a fantastic job! Thank you to Rex Tillerson for his service! Gina Haspel will become the new Director of the CIA, and the first woman so chosen. Congratulations to all!"
403,"The Economy is raging, at an all time high, and is set to get even better. Jobs and wages up. Vote for Rick Saccone and keep it going!"
404,"THE HOUSE INTELLIGENCE COMMITTEE HAS, AFTER A 14 MONTH LONG IN-DEPTH INVESTIGATION, FOUND NO EVIDENCE OF COLLUSION OR COORDINATION BETWEEN THE TRUMP CAMPAIGN AND RUSSIA TO INFLUENCE THE 2016 PRESIDENTIAL ELECTION."
405,It was my great honor to welcome the 2017 World Series Champion Houston @Astros to the @WhiteHouse ! #HoustonStrong pic.twitter.com/IO6B42jixA
406,"The Pittsburgh Post Gazette just endorsed Rick Saccone for Congress. He will be much better for steel and business. Very strong on experience and what our Country needs. Lamb will always vote for Pelosi and Dems....Will raise taxes, weak on Crime and Border."
407,"If schools are mandated to be gun free zones, violence and danger are given an open invitation to enter. Almost all school shootings are in gun free zones. Cowards will only go where there is no deterrent!"
408,"....On 18 to 21 Age Limits, watching court cases and rulings before acting. States are making this decision. Things are moving rapidly on this, but not much political support (to put it mildly)."
409,"Very strong improvement and strengthening of background checks will be fully backed by White House. Legislation moving forward. Bump Stocks will soon be out. Highly trained expert teachers will be allowed to conceal carry, subject to State Law. Armed guards OK, deterrent!......."
410,Secretary of Commerce Wilbur Ross will be speaking with representatives of the European Union about eliminating the large Tariffs and Barriers they use against the U.S.A. Not fair to our farmers and manufacturers.
411,"Rasmussen and others have my approval ratings at around 50%, which is higher than Obama, and yet the political pundits love saying my approval ratings are “somewhat low.” They know they are lying when they say it. Turn off the show - FAKE NEWS!"
412,"The Democrats continue to Obstruct the confirmation of hundreds of good and talented people who are needed to run our government...A record in U.S. history. State Department, Ambassadors and many others are being slow walked. Senate must approve NOW!"
413,"The Republicans are 5-0 in recent Congressional races, a point which the Fake News Media continuously fails to mention. I backed and campaigned for all of the winners. They give me credit for one. Hopefully, Rick Saccone will be another big win on Tuesday."
414,"...have shown conclusively that there was no Collusion with Russia..just excuse for losing. The only Collusion was that done by the DNC, the Democrats and Crooked Hillary. The writer of the story, Maggie Haberman, a Hillary flunky, knows nothing about me and is not given access."
415,"The Failing New York Times purposely wrote a false story stating that I am unhappy with my legal team on the Russia case and am going to add another lawyer to help out. Wrong. I am VERY happy with my lawyers, John Dowd, Ty Cobb and Jay Sekulow. They are doing a great job and....."
416,"Epic crowd in Moon Township, Pennsylvania tonight. Thank you! Get out on Tuesday and VOTE for Rick @Saccone4PA18 . Together, we are MAKING AMERICA GREAT AGAIN! pic.twitter.com/ckbCOsDQ2l"
417,"Join me LIVE in Moon Township, Pennsylvania at 7:00pmE. Great crowd for a #MAGA rally! https://www. facebook.com/DonaldTrump/vi deos/10160713139290725/ …"
418,"The European Union, wonderful countries who treat the U.S. very badly on trade, are complaining about the tariffs on Steel & Aluminum. If they drop their horrific barriers & tariffs on U.S. products going in, we will likewise drop ours. Big Deficit. If not, we Tax Cars etc. FAIR!"
419,"In the first hours after hearing that North Korea’s leader wanted to meet with me to talk denuclearization and that missile launches will end, the press was startled & amazed.They couldn’t believe it. But by the following morning the news became FAKE.They said so what, who cares!"
420,"North Korea has not conducted a Missile Test since November 28, 2017 and has promised not to do so through our meetings. I believe they will honor that commitment!"
421,"Heading to Moon Township, Pennsylvania, to be with a really good person, State Representative Rick Saccone, who is running for Congress. Big & happy crowd (why not, some of the best economic numbers ever). Rick will help me a lot. Also, tough on crime & border. Loves 2nd A & VETS"
422,"Spoke to Prime Minister Abe of Japan, who is very enthusiastic about talks with North Korea. Also discussing opening up Japan to much better trade with the U.S. Currently have a massive $100 Billion Trade Deficit. Not fair or sustainable. It will all work out!"
423,Chinese President XI JINPING and I spoke at length about the meeting with KIM JONG UN of North Korea. President XI told me he appreciates that the U.S. is working to solve the problem diplomatically rather than going with the ominous alternative. China continues to be helpful!
424,"Congratulations to Kristian Saucier, a man who has served proudly in the Navy, on your newly found Freedom. Now you can go out and have the life you deserve!"
425,We are deeply saddened by the tragic situation in Yountville and mourn the loss of three incredible women who cared for our Veterans.
426,"The deal with North Korea is very much in the making and will be, if completed, a very good one for the World. Time and place to be determined."
427,"Spoke to PM @TurnbullMalcolm of Australia. He is committed to having a very fair and reciprocal military and trade relationship. Working very quickly on a security agreement so we don’t have to impose steel or aluminum tariffs on our ally, the great nation of Australia!"
428,"That’s right @RepBost ! Thank you for your support in helping put America back to work. It’s about JOBS, JOBS, JOBS for our incredible workers and putting AMERICA FIRST! https:// twitter.com/repbost/status /971859015700570113 …"
429,Look forward to being in Pennsylvania tomorrow in support of Rick @Saccone4PA18 . Big crowd expected in Moon Township. Vote Rick and see you there! #MAGA
430,"JOBS, JOBS, JOBS! #MAGA pic.twitter.com/YAaqRcA7ZS"
431,"Kim Jong Un talked about denuclearization with the South Korean Representatives, not just a freeze. Also, no missile testing by North Korea during this period of time. Great progress being made but sanctions will remain until an agreement is reached. Meeting being planned!"
432,“Presidential Proclamation on Adjusting Imports of Aluminum into the United States” Proclamation: http:// 45.wh.gov/Aluminum Remarks: http:// 45.wh.gov/SteelAluminumR emarks … pic.twitter.com/rcrkpvChkz
433,“Presidential Proclamation on Adjusting Imports of Steel into the United States” Proclamation: http:// 45.wh.gov/Steel Remarks: http:// 45.wh.gov/SteelAluminumR emarks … pic.twitter.com/q92FDYZeUl
434,Great meeting with @Cabinet at the @WhiteHouse today! #MAGA pic.twitter.com/InWj0QTosz
435,Happy #InternationalWomensDay “First Lady Melania Trump to Present the 2018 International Women of Courage Award” https://www. whitehouse.gov/briefings-stat ements/first-lady-melania-trump-present-2018-international-women-courage-award/ …
436,Looking forward to 3:30 P.M. meeting today at the White House. We have to protect & build our Steel and Aluminum Industries while at the same time showing great flexibility and cooperation toward those that are real friends and treat us fairly on both trade and the military.
437,The U.S. is acting swiftly on Intellectual Property theft. We cannot allow this to happen as it has for many years!
438,"China has been asked to develop a plan for the year of a One Billion Dollar reduction in their massive Trade Deficit with the United States. Our relationship with China has been a very good one, and we look forward to seeing what ideas they come back with. We must act soon!"
439,"From Bush 1 to present, our Country has lost more than 55,000 factories, 6,000,000 manufacturing jobs and accumulated Trade Deficits of more than 12 Trillion Dollars. Last year we had a Trade Deficit of almost 800 Billion Dollars. Bad Policies & Leadership. Must WIN again! #MAGA"
440,"From Bush 1 to present, our Country has lost more than 55,000 factories, 6,000,000 manufacturing jobs and accumulated Trade Deficits of more than 12 Trillion Dollars. Last year we had a Trade Deficit of almost 800 Billion Dollars. Bad policies & leadership. Must win again! #MAGA"
441,"Great couple, great book! https:// twitter.com/markburnetttv/ status/971187506300444677 …"
442,Will be making a decision soon on the appointment of new Chief Economic Advisor. Many people wanting the job - will choose wisely!
443,"Possible progress being made in talks with North Korea. For the first time in many years, a serious effort is being made by all parties concerned. The World is watching and waiting! May be false hope, but the U.S. is ready to go hard in either direction!"
444,"Federal Judge in Maryland has just ruled that “President Trump has the right to end DACA.” President Obama had 8 years to fix this problem, and didn’t. I am waiting for the Dems, they are running for the hills!"
